experiment_group,dataset,method,n,test_accuracy_mean,test_accuracy_std,test_accuracy_ci95_low,test_accuracy_ci95_high,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,macro_f1_mean,macro_f1_std,macro_f1_ci95_low,macro_f1_ci95_high,test_loss_mean,test_loss_std,test_loss_ci95_low,test_loss_ci95_high,elapsed_seconds_mean,elapsed_seconds_std,elapsed_seconds_ci95_low,elapsed_seconds_ci95_high,best_epoch_mean,best_epoch_std,best_epoch_ci95_low,best_epoch_ci95_high,early_stop_fraction
core,anisotropic,FA-Momentum,10,0.8022500000000001,0.044181601248584085,0.7706443864292024,0.8338556135707978,0.8022332481278353,0.044030013609382634,0.7707360738216028,0.8337304224340677,0.801961751553821,0.04422816766027807,0.7703228263788309,0.8336006767288111,0.43730301867799104,0.08413365936113139,0.37711742442793517,0.4974886129280469,2.015097819984658,0.6410384673672579,1.5565265253493088,2.473669114620007,90.2,35.617723428403195,64.72061556990909,115.67938443009092,0.8
core,anisotropic,LocalHead-Momentum,10,0.7867499999999998,0.04930136914934513,0.7514819251043353,0.8220180748956644,0.7867236480048759,0.04949156908219779,0.7513195122737267,0.8221277837360251,0.7864407990962432,0.04953283590021907,0.7510071428618343,0.8218744553306521,0.45466146856822337,0.08682207474096389,0.39255269781003904,0.5167702393264078,3.033866410003975,0.1800785952012132,2.905045943306108,3.1626868767018417,147.4,2.065591117977289,145.92236512880677,148.87763487119324,0.0
core,breast_cancer,AR64-Momentum,10,0.9727272727272727,0.012957521780594238,0.9634580200370303,0.981996525417515,0.9701886792452828,0.015133048174890251,0.9593631487247208,0.9810142097658449,0.9707083065237259,0.013966315858162177,0.9607174060233751,0.9806992070240766,0.07679471965088472,0.029301561628206036,0.05583364518390459,0.09775579411786485,5.444733709993306,1.7697509192508132,4.178730168028023,6.710737251958589,40.9,17.62227126236696,28.29378655326593,53.506213446734066,1.0
core,breast_cancer,BP-Adam,10,0.9678321678321679,0.01285225990870885,0.9586382149489159,0.9770261207154198,0.9659119496855346,0.013492122030969904,0.9562602670142428,0.9755636323568264,0.9655622433334393,0.013703123171997159,0.9557596195387423,0.9753648671281363,0.10404112731778643,0.04723398929999917,0.07025196687465267,0.1378302877609202,0.1852594500000123,0.06467332105347605,0.13899494315120708,0.2315239568488175,12.4,10.405126941400892,4.956620584783538,19.84337941521646,1.0
core,breast_cancer,BP-MWBP,10,0.9713286713286713,0.014907484340624243,0.9606644994546927,0.9819928432026499,0.9686897274633124,0.01741374844144957,0.9562326822565778,0.981146772670047,0.9691966979752152,0.016099259927628038,0.9576799812046852,0.9807134147457452,0.07698224819729452,0.02929421628681375,0.05602642827100619,0.09793806812358284,0.9147659200069029,0.313657136213244,0.6903891215042334,1.1391427185095724,40.9,17.62227126236696,28.29378655326593,53.506213446734066,1.0
core,breast_cancer,BP-Momentum,10,0.9727272727272727,0.012957521780594238,0.9634580200370303,0.981996525417515,0.9701886792452828,0.015133048174890251,0.9593631487247208,0.9810142097658449,0.9707083065237259,0.013966315858162177,0.9607174060233751,0.9806992070240766,0.07679080828324797,0.029300593072373878,0.0558304266793712,0.09775118988712474,0.3269779000023846,0.08902426720830679,0.263293775654371,0.39066202435039815,40.9,17.62227126236696,28.29378655326593,53.506213446734066,1.0
core,breast_cancer,CAT40-Momentum,10,0.9713286713286713,0.012957521780594238,0.9620594186384289,0.9805979240189137,0.9690775681341719,0.015101374632048437,0.9582746955012189,0.9798804407671249,0.9692327128246558,0.013956623737661634,0.9592487456496388,0.9792166799996729,0.07690208726761492,0.029282614488858896,0.05595456676761549,0.09784960776761437,4.159576639998704,1.1908938047429027,3.307662532477139,5.01149074752027,40.9,17.62227126236696,28.29378655326593,53.506213446734066,1.0
core,breast_cancer,CAT64-MWBP,10,0.9713286713286713,0.014907484340624241,0.9606644994546927,0.9819928432026499,0.9686897274633124,0.01741374844144957,0.9562326822565778,0.981146772670047,0.9691966979752152,0.016099259927628038,0.9576799812046852,0.9807134147457452,0.07698776176532639,0.029297377882704215,0.05602968016958387,0.0979458433610689,7.026415310002631,2.040334476234769,5.566847951901986,8.485982668103276,40.9,17.62227126236696,28.29378655326593,53.506213446734066,1.0
core,breast_cancer,CAT64-MWBP-local,10,0.9706293706293707,0.014293435633338843,0.9604044627387619,0.9808542785199795,0.9681341719077569,0.01691673652445016,0.9560326676082063,0.9802356762073074,0.9684557917714918,0.015447940156692104,0.9574050010971075,0.9795065824458761,0.0770418481689564,0.029290917901491194,0.056088387765387174,0.09799530857252563,7.615112069994211,2.0328327364770917,6.160911133236148,9.069313006752274,40.9,17.62227126236696,28.29378655326593,53.506213446734066,1.0
core,breast_cancer,CAT64-MWBP-local-EM,10,0.9706293706293707,0.014293435633338843,0.9604044627387619,0.9808542785199795,0.9681341719077569,0.01691673652445016,0.9560326676082063,0.9802356762073074,0.9684557917714918,0.015447940156692104,0.9574050010971075,0.9795065824458761,0.07703365399802989,0.02928119898423137,0.05608714608904121,0.09798016190701857,7.743509500008076,2.337193959977302,6.071581660104077,9.415437339912076,40.9,17.62227126236696,28.29378655326593,53.506213446734066,1.0
